species	clade	n	mm	obs	null	pct_obs	pct_null
qelepcurv	Invertebrate	277	0	0	0	0.0	0.0
qelepcurv	Invertebrate	277	1	0	0	0.0	0.0
qelepcurv	Invertebrate	277	2	0	1	0.0	0.36101083032490977
qelepcurv	Invertebrate	277	3	1	9	0.36101083032490977	3.2490974729241877
qelepcurv	Invertebrate	277	4	3	67	1.0830324909747293	24.187725631768952
qelepcurv	Invertebrate	277	5	53	234	19.133574007220215	84.47653429602889
qeorcflav	Invertebrate	500	0	0	0	0.0	0.0
qeorcflav	Invertebrate	500	1	0	0	0.0	0.0
qeorcflav	Invertebrate	500	2	0	1	0.0	0.2
qeorcflav	Invertebrate	500	3	0	4	0.0	0.8
qeorcflav	Invertebrate	500	4	0	28	0.0	5.6
qeorcflav	Invertebrate	500	5	55	172	11.0	34.4
qeallfusc	Invertebrate	500	0	0	0	0.0	0.0
qeallfusc	Invertebrate	500	1	0	0	0.0	0.0
qeallfusc	Invertebrate	500	2	0	0	0.0	0.0
qeallfusc	Invertebrate	500	3	0	1	0.0	0.2
qeallfusc	Invertebrate	500	4	0	18	0.0	3.6
qeallfusc	Invertebrate	500	5	55	124	11.0	24.8
ioisceleg	Invertebrate	500	0	0	0	0.0	0.0
ioisceleg	Invertebrate	500	1	0	0	0.0	0.0
ioisceleg	Invertebrate	500	2	0	0	0.0	0.0
ioisceleg	Invertebrate	500	3	0	2	0.0	0.4
ioisceleg	Invertebrate	500	4	28	23	5.6	4.6
ioisceleg	Invertebrate	500	5	196	198	39.2	39.6
ieclodipt	Invertebrate	500	0	0	0	0.0	0.0
ieclodipt	Invertebrate	500	1	0	0	0.0	0.0
ieclodipt	Invertebrate	500	2	0	0	0.0	0.0
ieclodipt	Invertebrate	500	3	0	0	0.0	0.0
ieclodipt	Invertebrate	500	4	0	5	0.0	1.0
ieclodipt	Invertebrate	500	5	50	48	10.0	9.6
ieecdtorr	Invertebrate	500	0	0	0	0.0	0.0
ieecdtorr	Invertebrate	500	1	0	0	0.0	0.0
ieecdtorr	Invertebrate	500	2	0	0	0.0	0.0
ieecdtorr	Invertebrate	500	3	0	1	0.0	0.2
ieecdtorr	Invertebrate	500	4	7	11	1.4	2.2
ieecdtorr	Invertebrate	500	5	234	131	46.8	26.2
ieprobifi	Invertebrate	500	0	0	0	0.0	0.0
ieprobifi	Invertebrate	500	1	0	0	0.0	0.0
ieprobifi	Invertebrate	500	2	0	0	0.0	0.0
ieprobifi	Invertebrate	500	3	0	3	0.0	0.6
ieprobifi	Invertebrate	500	4	10	28	2.0	5.6
ieprobifi	Invertebrate	500	5	224	208	44.8	41.6
iesipalte	Invertebrate	500	0	0	0	0.0	0.0
iesipalte	Invertebrate	500	1	0	0	0.0	0.0
iesipalte	Invertebrate	500	2	0	0	0.0	0.0
iesipalte	Invertebrate	500	3	0	0	0.0	0.0
iesipalte	Invertebrate	500	4	12	21	2.4	4.2
iesipalte	Invertebrate	500	5	291	165	58.2	33.0
ihaelacum	Invertebrate	500	0	0	0	0.0	0.0
ihaelacum	Invertebrate	500	1	0	0	0.0	0.0
ihaelacum	Invertebrate	500	2	0	0	0.0	0.0
ihaelacum	Invertebrate	500	3	4	2	0.8	0.4
ihaelacum	Invertebrate	500	4	8	10	1.6	2.0
ihaelacum	Invertebrate	500	5	126	95	25.2	19.0
ihicepurc	Invertebrate	365	0	0	0	0.0	0.0
ihicepurc	Invertebrate	365	1	0	0	0.0	0.0
ihicepurc	Invertebrate	365	2	0	0	0.0	0.0
ihicepurc	Invertebrate	365	3	0	4	0.0	1.095890410958904
ihicepurc	Invertebrate	365	4	47	35	12.876712328767123	9.58904109589041
ihicepurc	Invertebrate	365	5	301	168	82.46575342465754	46.02739726027397
iuloevari	Invertebrate	500	0	0	0	0.0	0.0
iuloevari	Invertebrate	500	1	0	0	0.0	0.0
iuloevari	Invertebrate	500	2	0	0	0.0	0.0
iuloevari	Invertebrate	500	3	0	1	0.0	0.2
iuloevari	Invertebrate	500	4	12	26	2.4	5.2
iuloevari	Invertebrate	500	5	223	191	44.6	38.2
iupsogibb	Invertebrate	500	0	0	0	0.0	0.0
iupsogibb	Invertebrate	500	1	0	0	0.0	0.0
iupsogibb	Invertebrate	500	2	0	0	0.0	0.0
iupsogibb	Invertebrate	500	3	0	1	0.0	0.2
iupsogibb	Invertebrate	500	4	0	14	0.0	2.8
iupsogibb	Invertebrate	500	5	19	98	3.8	19.6
iglabmino	Invertebrate	500	0	0	0	0.0	0.0
iglabmino	Invertebrate	500	1	0	0	0.0	0.0
iglabmino	Invertebrate	500	2	0	0	0.0	0.0
iglabmino	Invertebrate	500	3	0	0	0.0	0.0
iglabmino	Invertebrate	500	4	0	5	0.0	1.0
iglabmino	Invertebrate	500	5	30	46	6.0	9.2
ibectpall	Invertebrate	500	0	0	0	0.0	0.0
ibectpall	Invertebrate	500	1	0	0	0.0	0.0
ibectpall	Invertebrate	500	2	0	0	0.0	0.0
ibectpall	Invertebrate	500	3	16	0	3.2	0.0
ibectpall	Invertebrate	500	4	36	29	7.2	5.8
ibectpall	Invertebrate	500	5	101	190	20.2	38.0
ipisogram	Invertebrate	500	0	0	0	0.0	0.0
ipisogram	Invertebrate	500	1	0	0	0.0	0.0
ipisogram	Invertebrate	500	2	0	0	0.0	0.0
ipisogram	Invertebrate	500	3	0	0	0.0	0.0
ipisogram	Invertebrate	500	4	2	6	0.4	1.2
ipisogram	Invertebrate	500	5	101	106	20.2	21.2
ipnemdubi	Invertebrate	438	0	0	0	0.0	0.0
ipnemdubi	Invertebrate	438	1	0	0	0.0	0.0
ipnemdubi	Invertebrate	438	2	0	0	0.0	0.0
ipnemdubi	Invertebrate	438	3	22	1	5.0228310502283104	0.228310502283105
ipnemdubi	Invertebrate	438	4	171	69	39.04109589041096	15.753424657534246
ipnemdubi	Invertebrate	438	5	415	362	94.74885844748859	82.64840182648402
iymacalbo	Invertebrate	500	0	0	0	0.0	0.0
iymacalbo	Invertebrate	500	1	0	0	0.0	0.0
iymacalbo	Invertebrate	500	2	0	0	0.0	0.0
iymacalbo	Invertebrate	500	3	1	1	0.2	0.2
iymacalbo	Invertebrate	500	4	32	6	6.4	1.2
iymacalbo	Invertebrate	500	5	171	103	34.2	20.6
iyathrosa	Invertebrate	500	0	0	0	0.0	0.0
iyathrosa	Invertebrate	500	1	0	0	0.0	0.0
iyathrosa	Invertebrate	500	2	0	0	0.0	0.0
iyathrosa	Invertebrate	500	3	0	0	0.0	0.0
iyathrosa	Invertebrate	500	4	1	3	0.2	0.6
iyathrosa	Invertebrate	500	5	32	44	6.4	8.8
iyabicand	Invertebrate	500	0	0	0	0.0	0.0
iyabicand	Invertebrate	500	1	0	0	0.0	0.0
iyabicand	Invertebrate	500	2	0	0	0.0	0.0
iyabicand	Invertebrate	500	3	0	0	0.0	0.0
iyabicand	Invertebrate	500	4	6	12	1.2	2.4
iyabicand	Invertebrate	500	5	125	130	25.0	26.0
iynyspin	Invertebrate	392	0	0	0	0.0	0.0
iynyspin	Invertebrate	392	1	0	0	0.0	0.0
iynyspin	Invertebrate	392	2	0	0	0.0	0.0
iynyspin	Invertebrate	392	3	2	4	0.5102040816326531	1.0204081632653061
iynyspin	Invertebrate	392	4	73	17	18.622448979591837	4.336734693877551
iynyspin	Invertebrate	392	5	391	128	99.74489795918367	32.6530612244898
iyectcont	Invertebrate	500	0	0	0	0.0	0.0
iyectcont	Invertebrate	500	1	0	0	0.0	0.0
iyectcont	Invertebrate	500	2	0	0	0.0	0.0
iyectcont	Invertebrate	500	3	0	3	0.0	0.6
iyectcont	Invertebrate	500	4	33	19	6.6	3.8
iyectcont	Invertebrate	500	5	143	164	28.6	32.8
iyanddors	Invertebrate	152	0	0	0	0.0	0.0
iyanddors	Invertebrate	152	1	0	0	0.0	0.0
iyanddors	Invertebrate	152	2	0	0	0.0	0.0
iyanddors	Invertebrate	152	3	0	0	0.0	0.0
iyanddors	Invertebrate	152	4	7	13	4.605263157894737	8.552631578947368
iyanddors	Invertebrate	152	5	150	68	98.6842105263158	44.73684210526316
iylasvill	Invertebrate	500	0	0	0	0.0	0.0
iylasvill	Invertebrate	500	1	0	0	0.0	0.0
iylasvill	Invertebrate	500	2	0	0	0.0	0.0
iylasvill	Invertebrate	500	3	3	3	0.6	0.6
iylasvill	Invertebrate	500	4	35	46	7.0	9.2
iylasvill	Invertebrate	500	5	119	205	23.8	41.0
iyseltumu	Invertebrate	500	0	0	0	0.0	0.0
iyseltumu	Invertebrate	500	1	0	0	0.0	0.0
iyseltumu	Invertebrate	500	2	0	0	0.0	0.0
iyseltumu	Invertebrate	500	3	0	0	0.0	0.0
iyseltumu	Invertebrate	500	4	0	11	0.0	2.2
iyseltumu	Invertebrate	500	5	12	76	2.4	15.2
iycoeconi	Invertebrate	500	0	0	0	0.0	0.0
iycoeconi	Invertebrate	500	1	0	0	0.0	0.0
iycoeconi	Invertebrate	500	2	0	1	0.0	0.2
iycoeconi	Invertebrate	500	3	0	11	0.0	2.2
iycoeconi	Invertebrate	500	4	2	95	0.4	19.0
iycoeconi	Invertebrate	500	5	34	401	6.8	80.2
iystephae	Invertebrate	500	0	0	0	0.0	0.0
iystephae	Invertebrate	500	1	0	0	0.0	0.0
iystephae	Invertebrate	500	2	0	0	0.0	0.0
iystephae	Invertebrate	500	3	2	0	0.4	0.0
iystephae	Invertebrate	500	4	24	8	4.8	1.6
iystephae	Invertebrate	500	5	82	62	16.4	12.4
iybomhypn	Invertebrate	479	0	0	0	0.0	0.0
iybomhypn	Invertebrate	479	1	0	0	0.0	0.0
iybomhypn	Invertebrate	479	2	0	0	0.0	0.0
iybomhypn	Invertebrate	479	3	0	0	0.0	0.0
iybomhypn	Invertebrate	479	4	0	0	0.0	0.0
iybomhypn	Invertebrate	479	5	12	13	2.5052192066805845	2.7139874739039667
iynomfabr	Invertebrate	500	0	0	0	0.0	0.0
iynomfabr	Invertebrate	500	1	0	0	0.0	0.0
iynomfabr	Invertebrate	500	2	0	0	0.0	0.0
iynomfabr	Invertebrate	500	3	0	1	0.0	0.2
iynomfabr	Invertebrate	500	4	11	9	2.2	1.8
iynomfabr	Invertebrate	500	5	163	108	32.6	21.6
iymaceuro	Invertebrate	500	0	0	0	0.0	0.0
iymaceuro	Invertebrate	500	1	0	0	0.0	0.0
iymaceuro	Invertebrate	500	2	0	0	0.0	0.0
iymaceuro	Invertebrate	500	3	0	2	0.0	0.4
iymaceuro	Invertebrate	500	4	1	21	0.2	4.2
iymaceuro	Invertebrate	500	5	96	133	19.2	26.6
iymimdahl	Invertebrate	500	0	0	0	0.0	0.0
iymimdahl	Invertebrate	500	1	0	0	0.0	0.0
iymimdahl	Invertebrate	500	2	0	0	0.0	0.0
iymimdahl	Invertebrate	500	3	1	6	0.2	1.2
iymimdahl	Invertebrate	500	4	457	53	91.4	10.6
iymimdahl	Invertebrate	500	5	500	324	100.0	64.8
iypemlugu	Invertebrate	494	0	0	0	0.0	0.0
iypemlugu	Invertebrate	494	1	0	0	0.0	0.0
iypemlugu	Invertebrate	494	2	0	0	0.0	0.0
iypemlugu	Invertebrate	494	3	0	7	0.0	1.417004048582996
iypemlugu	Invertebrate	494	4	2	104	0.4048582995951417	21.05263157894737
iypemlugu	Invertebrate	494	5	88	416	17.813765182186234	84.21052631578948
iytipfemo	Invertebrate	500	0	0	0	0.0	0.0
iytipfemo	Invertebrate	500	1	0	0	0.0	0.0
iytipfemo	Invertebrate	500	2	0	0	0.0	0.0
iytipfemo	Invertebrate	500	3	0	3	0.0	0.6
iytipfemo	Invertebrate	500	4	3	25	0.6	5.0
iytipfemo	Invertebrate	500	5	170	134	34.0	26.8
iypripert	Invertebrate	500	0	0	0	0.0	0.0
iypripert	Invertebrate	500	1	0	0	0.0	0.0
iypripert	Invertebrate	500	2	0	0	0.0	0.0
iypripert	Invertebrate	500	3	0	3	0.0	0.6
iypripert	Invertebrate	500	4	4	20	0.8	4.0
iypripert	Invertebrate	500	5	104	169	20.8	33.8
iyanonige	Invertebrate	500	0	0	0	0.0	0.0
iyanonige	Invertebrate	500	1	0	0	0.0	0.0
iyanonige	Invertebrate	500	2	0	0	0.0	0.0
iyanonige	Invertebrate	500	3	0	0	0.0	0.0
iyanonige	Invertebrate	500	4	16	38	3.2	7.6
iyanonige	Invertebrate	500	5	372	286	74.4	57.2
iyvesvulg	Invertebrate	71	0	0	0	0.0	0.0
iyvesvulg	Invertebrate	71	1	0	0	0.0	0.0
iyvesvulg	Invertebrate	71	2	0	0	0.0	0.0
iyvesvulg	Invertebrate	71	3	2	2	2.816901408450704	2.816901408450704
iyvesvulg	Invertebrate	71	4	16	11	22.535211267605632	15.492957746478874
iyvesvulg	Invertebrate	71	5	51	49	71.83098591549296	69.01408450704226
iyapainim	Invertebrate	500	0	0	0	0.0	0.0
iyapainim	Invertebrate	500	1	0	0	0.0	0.0
iyapainim	Invertebrate	500	2	0	0	0.0	0.0
iyapainim	Invertebrate	500	3	0	2	0.0	0.4
iyapainim	Invertebrate	500	4	20	46	4.0	9.2
iyapainim	Invertebrate	500	5	397	268	79.4	53.6
iyvulbima	Invertebrate	500	0	0	0	0.0	0.0
iyvulbima	Invertebrate	500	1	0	0	0.0	0.0
iyvulbima	Invertebrate	500	2	0	0	0.0	0.0
iyvulbima	Invertebrate	500	3	1	0	0.2	0.0
iyvulbima	Invertebrate	500	4	43	17	8.6	3.4
iyvulbima	Invertebrate	500	5	205	144	41.0	28.8
iyarmarma	Invertebrate	500	0	0	0	0.0	0.0
iyarmarma	Invertebrate	500	1	0	0	0.0	0.0
iyarmarma	Invertebrate	500	2	11	0	2.2	0.0
iyarmarma	Invertebrate	500	3	52	2	10.4	0.4
iyarmarma	Invertebrate	500	4	340	13	68.0	2.6
iyarmarma	Invertebrate	500	5	463	144	92.6	28.8
iyophlute	Invertebrate	500	0	0	0	0.0	0.0
iyophlute	Invertebrate	500	1	0	0	0.0	0.0
iyophlute	Invertebrate	500	2	0	0	0.0	0.0
iyophlute	Invertebrate	500	3	0	4	0.0	0.8
iyophlute	Invertebrate	500	4	3	23	0.6	4.6
iyophlute	Invertebrate	500	5	29	180	5.8	36.0
inchrcarn	Invertebrate	500	0	0	0	0.0	0.0
inchrcarn	Invertebrate	500	1	0	0	0.0	0.0
inchrcarn	Invertebrate	500	2	0	0	0.0	0.0
inchrcarn	Invertebrate	500	3	0	2	0.0	0.4
inchrcarn	Invertebrate	500	4	5	6	1.0	1.2
inchrcarn	Invertebrate	500	5	122	84	24.4	16.8
icptemadi	Invertebrate	500	0	0	0	0.0	0.0
icptemadi	Invertebrate	500	1	0	0	0.0	0.0
icptemadi	Invertebrate	500	2	0	0	0.0	0.0
icptemadi	Invertebrate	500	3	0	1	0.0	0.2
icptemadi	Invertebrate	500	4	4	4	0.8	0.8
icptemadi	Invertebrate	500	5	208	82	41.6	16.4
icagofuli	Invertebrate	500	0	0	0	0.0	0.0
icagofuli	Invertebrate	500	1	0	0	0.0	0.0
icagofuli	Invertebrate	500	2	0	0	0.0	0.0
icagofuli	Invertebrate	500	3	0	1	0.0	0.2
icagofuli	Invertebrate	500	4	1	13	0.2	2.6
icagofuli	Invertebrate	500	5	438	158	87.6	31.6
icnebbrev	Invertebrate	500	0	0	0	0.0	0.0
icnebbrev	Invertebrate	500	1	0	0	0.0	0.0
icnebbrev	Invertebrate	500	2	0	0	0.0	0.0
icnebbrev	Invertebrate	500	3	0	0	0.0	0.0
icnebbrev	Invertebrate	500	4	25	3	5.0	0.6
icnebbrev	Invertebrate	500	5	398	75	79.6	15.0
icnebsali	Invertebrate	500	0	0	0	0.0	0.0
icnebsali	Invertebrate	500	1	0	0	0.0	0.0
icnebsali	Invertebrate	500	2	0	0	0.0	0.0
icnebsali	Invertebrate	500	3	1	0	0.2	0.0
icnebsali	Invertebrate	500	4	99	8	19.8	1.6
icnebsali	Invertebrate	500	5	390	85	78.0	17.0
iccarprob	Invertebrate	500	0	0	0	0.0	0.0
iccarprob	Invertebrate	500	1	0	0	0.0	0.0
iccarprob	Invertebrate	500	2	0	0	0.0	0.0
iccarprob	Invertebrate	500	3	0	1	0.0	0.2
iccarprob	Invertebrate	500	4	64	20	12.8	4.0
iccarprob	Invertebrate	500	5	391	141	78.2	28.2
icocyolen	Invertebrate	500	0	0	0	0.0	0.0
icocyolen	Invertebrate	500	1	0	0	0.0	0.0
icocyolen	Invertebrate	500	2	0	0	0.0	0.0
icocyolen	Invertebrate	500	3	0	1	0.0	0.2
icocyolen	Invertebrate	500	4	2	14	0.4	2.8
icocyolen	Invertebrate	500	5	402	87	80.4	17.4
icquelate	Invertebrate	499	0	0	0	0.0	0.0
icquelate	Invertebrate	499	1	0	0	0.0	0.0
icquelate	Invertebrate	499	2	0	0	0.0	0.0
icquelate	Invertebrate	499	3	0	5	0.0	1.002004008016032
icquelate	Invertebrate	499	4	21	37	4.208416833667335	7.414829659318637
icquelate	Invertebrate	499	5	159	194	31.86372745490982	38.877755511022045
icsilatra	Invertebrate	500	0	0	0	0.0	0.0
icsilatra	Invertebrate	500	1	0	0	0.0	0.0
icsilatra	Invertebrate	500	2	0	0	0.0	0.0
icsilatra	Invertebrate	500	3	45	2	9.0	0.4
icsilatra	Invertebrate	500	4	265	17	53.0	3.4
icsilatra	Invertebrate	500	5	312	153	62.4	30.6
icnicinve	Invertebrate	500	0	0	0	0.0	0.0
icnicinve	Invertebrate	500	1	0	0	0.0	0.0
icnicinve	Invertebrate	500	2	0	0	0.0	0.0
icnicinve	Invertebrate	500	3	0	1	0.0	0.2
icnicinve	Invertebrate	500	4	9	10	1.8	2.0
icnicinve	Invertebrate	500	5	376	107	75.2	21.4
icscaquad	Invertebrate	500	0	0	0	0.0	0.0
icscaquad	Invertebrate	500	1	0	0	0.0	0.0
icscaquad	Invertebrate	500	2	0	0	0.0	0.0
icscaquad	Invertebrate	500	3	0	0	0.0	0.0
icscaquad	Invertebrate	500	4	0	3	0.0	0.6
icscaquad	Invertebrate	500	5	6	33	1.2	6.6
iccetaura	Invertebrate	500	0	0	0	0.0	0.0
iccetaura	Invertebrate	500	1	0	0	0.0	0.0
iccetaura	Invertebrate	500	2	0	0	0.0	0.0
iccetaura	Invertebrate	500	3	0	2	0.0	0.4
iccetaura	Invertebrate	500	4	0	14	0.0	2.8
iccetaura	Invertebrate	500	5	44	163	8.8	32.6
iclepmacu	Invertebrate	495	0	0	0	0.0	0.0
iclepmacu	Invertebrate	495	1	0	0	0.0	0.0
iclepmacu	Invertebrate	495	2	0	0	0.0	0.0
iclepmacu	Invertebrate	495	3	0	4	0.0	0.8080808080808081
iclepmacu	Invertebrate	495	4	4	17	0.8080808080808081	3.4343434343434343
iclepmacu	Invertebrate	495	5	220	193	44.44444444444444	38.98989898989899
icpolcerv	Invertebrate	500	0	0	0	0.0	0.0
icpolcerv	Invertebrate	500	1	0	0	0.0	0.0
icpolcerv	Invertebrate	500	2	2	0	0.4	0.0
icpolcerv	Invertebrate	500	3	229	7	45.8	1.4
icpolcerv	Invertebrate	500	4	397	58	79.4	11.6
icpolcerv	Invertebrate	500	5	482	345	96.4	69.0
icapocory	Invertebrate	500	0	0	0	0.0	0.0
icapocory	Invertebrate	500	1	0	0	0.0	0.0
icapocory	Invertebrate	500	2	0	0	0.0	0.0
icapocory	Invertebrate	500	3	0	0	0.0	0.0
icapocory	Invertebrate	500	4	1	7	0.2	1.4
icapocory	Invertebrate	500	5	33	56	6.6	11.2
icadabipu	Invertebrate	500	0	0	0	0.0	0.0
icadabipu	Invertebrate	500	1	0	0	0.0	0.0
icadabipu	Invertebrate	500	2	0	0	0.0	0.0
icadabipu	Invertebrate	500	3	0	1	0.0	0.2
icadabipu	Invertebrate	500	4	0	18	0.0	3.6
icadabipu	Invertebrate	500	5	15	120	3.0	24.0
iccocsept	Invertebrate	500	0	0	0	0.0	0.0
iccocsept	Invertebrate	500	1	0	0	0.0	0.0
iccocsept	Invertebrate	500	2	0	0	0.0	0.0
iccocsept	Invertebrate	500	3	0	0	0.0	0.0
iccocsept	Invertebrate	500	4	1	23	0.2	4.6
iccocsept	Invertebrate	500	5	79	130	15.8	26.0
icharaxyr	Invertebrate	500	0	0	0	0.0	0.0
icharaxyr	Invertebrate	500	1	0	0	0.0	0.0
icharaxyr	Invertebrate	500	2	0	0	0.0	0.0
icharaxyr	Invertebrate	500	3	6	3	1.2	0.6
icharaxyr	Invertebrate	500	4	259	27	51.8	5.4
icharaxyr	Invertebrate	500	5	377	214	75.4	42.8
ichalsede	Invertebrate	500	0	0	0	0.0	0.0
ichalsede	Invertebrate	500	1	0	0	0.0	0.0
ichalsede	Invertebrate	500	2	0	0	0.0	0.0
ichalsede	Invertebrate	500	3	0	0	0.0	0.0
ichalsede	Invertebrate	500	4	2	13	0.4	2.6
ichalsede	Invertebrate	500	5	58	106	11.6	21.2
icmalbipu	Invertebrate	500	0	0	0	0.0	0.0
icmalbipu	Invertebrate	500	1	0	0	0.0	0.0
icmalbipu	Invertebrate	500	2	0	0	0.0	0.0
icmalbipu	Invertebrate	500	3	0	1	0.0	0.2
icmalbipu	Invertebrate	500	4	25	19	5.0	3.8
icmalbipu	Invertebrate	500	5	209	139	41.8	27.8
icrhafulv	Invertebrate	500	0	0	0	0.0	0.0
icrhafulv	Invertebrate	500	1	0	0	0.0	0.0
icrhafulv	Invertebrate	500	2	0	0	0.0	0.0
icrhafulv	Invertebrate	500	3	0	0	0.0	0.0
icrhafulv	Invertebrate	500	4	0	1	0.0	0.2
icrhafulv	Invertebrate	500	5	0	33	0.0	6.6
iccanrust	Invertebrate	500	0	0	0	0.0	0.0
iccanrust	Invertebrate	500	1	0	0	0.0	0.0
iccanrust	Invertebrate	500	2	0	0	0.0	0.0
iccanrust	Invertebrate	500	3	0	0	0.0	0.0
iccanrust	Invertebrate	500	4	0	10	0.0	2.0
iccanrust	Invertebrate	500	5	11	89	2.2	17.8
icagrcyan	Invertebrate	500	0	0	0	0.0	0.0
icagrcyan	Invertebrate	500	1	0	0	0.0	0.0
icagrcyan	Invertebrate	500	2	0	0	0.0	0.0
icagrcyan	Invertebrate	500	3	0	1	0.0	0.2
icagrcyan	Invertebrate	500	4	3	29	0.6	5.8
icagrcyan	Invertebrate	500	5	55	133	11.0	26.6
idbibmarc	Invertebrate	500	0	0	0	0.0	0.0
idbibmarc	Invertebrate	500	1	0	0	0.0	0.0
idbibmarc	Invertebrate	500	2	0	0	0.0	0.0
idbibmarc	Invertebrate	500	3	0	0	0.0	0.0
idbibmarc	Invertebrate	500	4	0	4	0.0	0.8
idbibmarc	Invertebrate	500	5	1	38	0.2	7.6
idacrorbc	Invertebrate	305	0	0	0	0.0	0.0
idacrorbc	Invertebrate	305	1	0	0	0.0	0.0
idacrorbc	Invertebrate	305	2	0	0	0.0	0.0
idacrorbc	Invertebrate	305	3	0	1	0.0	0.32786885245901637
idacrorbc	Invertebrate	305	4	15	23	4.918032786885246	7.540983606557377
idacrorbc	Invertebrate	305	5	283	142	92.78688524590164	46.557377049180324
idathibis	Invertebrate	500	0	0	0	0.0	0.0
idathibis	Invertebrate	500	1	0	0	0.0	0.0
idathibis	Invertebrate	500	2	0	0	0.0	0.0
idathibis	Invertebrate	500	3	0	2	0.0	0.4
idathibis	Invertebrate	500	4	0	21	0.0	4.2
idathibis	Invertebrate	500	5	72	279	14.4	55.8
idantanth	Invertebrate	478	0	0	0	0.0	0.0
idantanth	Invertebrate	478	1	0	0	0.0	0.0
idantanth	Invertebrate	478	2	0	0	0.0	0.0
idantanth	Invertebrate	478	3	0	0	0.0	0.0
idantanth	Invertebrate	478	4	2	15	0.41841004184100417	3.1380753138075312
idantanth	Invertebrate	478	5	189	154	39.53974895397489	32.21757322175732
idbomdisc	Invertebrate	500	0	0	0	0.0	0.0
idbomdisc	Invertebrate	500	1	0	0	0.0	0.0
idbomdisc	Invertebrate	500	2	0	0	0.0	0.0
idbomdisc	Invertebrate	500	3	0	1	0.0	0.2
idbomdisc	Invertebrate	500	4	1	5	0.2	1.0
idbomdisc	Invertebrate	500	5	81	73	16.2	14.6
idmacatri	Invertebrate	279	0	0	0	0.0	0.0
idmacatri	Invertebrate	279	1	0	0	0.0	0.0
idmacatri	Invertebrate	279	2	0	0	0.0	0.0
idmacatri	Invertebrate	279	3	0	1	0.0	0.35842293906810035
idmacatri	Invertebrate	279	4	14	5	5.017921146953405	1.7921146953405018
idmacatri	Invertebrate	279	5	175	52	62.72401433691756	18.63799283154122
idclutigr	Invertebrate	500	0	0	0	0.0	0.0
idclutigr	Invertebrate	500	1	0	0	0.0	0.0
idclutigr	Invertebrate	500	2	0	0	0.0	0.0
idclutigr	Invertebrate	500	3	0	2	0.0	0.4
idclutigr	Invertebrate	500	4	0	24	0.0	4.8
idclutigr	Invertebrate	500	5	48	158	9.6	31.6
idhydcyrt	Invertebrate	500	0	0	0	0.0	0.0
idhydcyrt	Invertebrate	500	1	0	0	0.0	0.0
idhydcyrt	Invertebrate	500	2	0	0	0.0	0.0
idhydcyrt	Invertebrate	500	3	0	1	0.0	0.2
idhydcyrt	Invertebrate	500	4	6	11	1.2	2.2
idhydcyrt	Invertebrate	500	5	300	83	60.0	16.6
idpolamen	Invertebrate	500	0	0	0	0.0	0.0
idpolamen	Invertebrate	500	1	0	0	0.0	0.0
idpolamen	Invertebrate	500	2	0	0	0.0	0.0
idpolamen	Invertebrate	500	3	0	0	0.0	0.0
idpolamen	Invertebrate	500	4	14	10	2.8	2.0
idpolamen	Invertebrate	500	5	374	107	74.8	21.4
idepisucc	Invertebrate	500	0	0	0	0.0	0.0
idepisucc	Invertebrate	500	1	0	0	0.0	0.0
idepisucc	Invertebrate	500	2	0	0	0.0	0.0
idepisucc	Invertebrate	500	3	0	1	0.0	0.2
idepisucc	Invertebrate	500	4	13	18	2.6	3.6
idepisucc	Invertebrate	500	5	298	117	59.6	23.4
idgymrotn	Invertebrate	500	0	0	0	0.0	0.0
idgymrotn	Invertebrate	500	1	0	0	0.0	0.0
idgymrotn	Invertebrate	500	2	0	0	0.0	0.0
idgymrotn	Invertebrate	500	3	0	0	0.0	0.0
idgymrotn	Invertebrate	500	4	16	18	3.2	3.6
idgymrotn	Invertebrate	500	5	299	128	59.8	25.6
idbelpand	Invertebrate	500	0	0	0	0.0	0.0
idbelpand	Invertebrate	500	1	0	0	0.0	0.0
idbelpand	Invertebrate	500	2	0	0	0.0	0.0
idbelpand	Invertebrate	500	3	0	0	0.0	0.0
idbelpand	Invertebrate	500	4	0	0	0.0	0.0
idbelpand	Invertebrate	500	5	0	6	0.0	1.2
idphymeln	Invertebrate	500	0	0	0	0.0	0.0
idphymeln	Invertebrate	500	1	0	0	0.0	0.0
idphymeln	Invertebrate	500	2	0	0	0.0	0.0
idphymeln	Invertebrate	500	3	0	0	0.0	0.0
idphymeln	Invertebrate	500	4	18	18	3.6	3.6
idphymeln	Invertebrate	500	5	56	117	11.2	23.4
idproazur	Invertebrate	500	0	0	0	0.0	0.0
idproazur	Invertebrate	500	1	0	0	0.0	0.0
idproazur	Invertebrate	500	2	0	0	0.0	0.0
idproazur	Invertebrate	500	3	9	0	1.8	0.0
idproazur	Invertebrate	500	4	122	8	24.4	1.6
idproazur	Invertebrate	500	5	235	87	47.0	17.4
iilimauri	Invertebrate	500	0	0	0	0.0	0.0
iilimauri	Invertebrate	500	1	0	0	0.0	0.0
iilimauri	Invertebrate	500	2	0	0	0.0	0.0
iilimauri	Invertebrate	500	3	0	1	0.0	0.2
iilimauri	Invertebrate	500	4	3	20	0.6	4.0
iilimauri	Invertebrate	500	5	36	132	7.2	26.4
iilimmarm	Invertebrate	500	0	0	0	0.0	0.0
iilimmarm	Invertebrate	500	1	0	0	0.0	0.0
iilimmarm	Invertebrate	500	2	0	0	0.0	0.0
